id,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,deposit,contact,agegroup,email
6713,34,housemaid,divorced,primary,no,460,yes,no,11,jul,31,2,-1,0,unknown,no,77832936213,Adult,abcdef6713@gmail.com
6714,52,housemaid,divorced,secondary,no,1310,yes,yes,11,may,87,1,-1,0,unknown,no,3877657360,Middle age,abcdef6714@gmail.com
6715,32,services,married,secondary,no,18440,yes,yes,3,feb,158,4,201,6,failure,no,41312105370,Adult,abcdef6715@gmail.com
6716,42,admin.,married,secondary,no,2810,yes,no,15,may,118,1,-1,0,unknown,no,72469297516,Middle age,abcdef6716@gmail.com
6717,31,technician,single,secondary,no,1090,yes,no,21,may,419,1,-1,0,unknown,no,4095478287,Adult,abcdef6717@gmail.com
6718,31,technician,divorced,secondary,no,2680,no,no,16,may,118,2,-1,0,unknown,no,36568793933,Adult,abcdef6718@gmail.com
6719,31,admin.,married,secondary,no,2980,yes,yes,26,may,518,1,-1,0,unknown,no,87186501666,Adult,abcdef6719@gmail.com
6720,57,entrepreneur,married,secondary,yes,-525,no,yes,25,jul,337,1,-1,0,unknown,no,16304863572,Middle age,abcdef6720@gmail.com
6721,40,management,married,primary,no,7380,yes,yes,2,apr,399,2,258,3,failure,no,14661282244,Adult,abcdef6721@gmail.com
6722,23,blue-collar,married,secondary,no,940,yes,no,5,may,193,1,-1,0,unknown,no,40598214822,Adult,abcdef6722@gmail.com
6723,43,management,divorced,unknown,no,77020,no,no,1,sep,108,7,102,3,success,no,39046375432,Middle age,abcdef6723@gmail.com
6724,45,admin.,divorced,unknown,no,8570,no,no,8,jul,49,7,-1,0,unknown,no,46284433288,Middle age,abcdef6724@gmail.com
6725,58,technician,divorced,secondary,no,-354,yes,yes,7,jul,98,1,-1,0,unknown,no,60490768676,Adult,abcdef6725@gmail.com
6726,38,blue-collar,married,unknown,no,0,yes,no,2,apr,477,2,267,1,failure,no,65856995346,Adult,abcdef6726@gmail.com
6727,48,admin.,married,secondary,no,1120,no,no,18,aug,139,5,-1,0,unknown,no,6735426196,Middle age,abcdef6727@gmail.com
6728,47,technician,divorced,secondary,no,57350,no,no,19,jun,282,4,-1,0,unknown,no,56358784952,Middle age,abcdef6728@gmail.com
6729,49,technician,divorced,tertiary,no,18070,yes,no,2,jun,225,1,82,1,success,no,51372561943,Middle age,abcdef6729@gmail.com
6730,28,blue-collar,single,primary,no,-30,yes,no,31,jul,108,5,-1,0,unknown,no,39430063250,Adult,abcdef6730@gmail.com
6731,31,student,single,secondary,no,2160,no,no,3,jun,138,1,-1,0,unknown,no,16937018655,Adult,abcdef6731@gmail.com
6732,38,technician,married,tertiary,no,1270,yes,no,14,oct,113,1,50,2,success,no,52204253725,Adult,abcdef6732@gmail.com
6733,43,blue-collar,married,secondary,no,10960,no,yes,30,may,180,1,-1,0,unknown,no,20101396382,Middle age,abcdef6733@gmail.com
6734,52,management,married,secondary,no,51930,no,no,23,apr,477,2,-1,0,unknown,no,50643363814,Middle age,abcdef6734@gmail.com
6735,43,admin.,single,secondary,no,60,no,no,16,may,244,1,-1,0,unknown,no,76280578436,Middle age,abcdef6735@gmail.com
6736,29,blue-collar,married,secondary,no,3390,yes,no,15,may,63,3,354,2,failure,no,67677508878,Adult,abcdef6736@gmail.com
6737,45,services,married,secondary,no,0,no,no,11,jul,106,2,-1,0,unknown,no,35184879799,Middle age,abcdef6737@gmail.com
6738,59,blue-collar,married,primary,no,6250,no,no,9,jul,133,1,-1,0,unknown,no,40182663480,Older,abcdef6738@gmail.com
6739,48,blue-collar,married,secondary,no,37760,no,no,4,may,254,4,-1,0,unknown,no,56560841572,Middle age,abcdef6739@gmail.com
6740,30,management,married,tertiary,no,12390,no,no,28,aug,125,5,-1,0,unknown,no,35865494046,Adult,abcdef6740@gmail.com
6741,23,housemaid,single,primary,no,930,yes,no,18,may,70,3,-1,0,unknown,no,38941444893,Adult,abcdef6741@gmail.com
6742,38,technician,divorced,tertiary,no,3040,yes,no,20,apr,8,2,-1,0,unknown,no,13121358179,Adult,abcdef6742@gmail.com
6743,52,blue-collar,married,primary,no,14090,yes,no,19,jun,224,1,-1,0,unknown,no,6397865923,Middle age,abcdef6743@gmail.com
6744,44,services,married,secondary,no,1910,yes,yes,7,may,490,1,-1,0,unknown,no,11901712188,Middle age,abcdef6744@gmail.com
6745,34,blue-collar,single,secondary,no,790,no,yes,20,nov,104,1,-1,0,unknown,no,34707187917,Adult,abcdef6745@gmail.com
6746,32,blue-collar,married,secondary,no,22630,no,no,7,may,113,2,-1,0,unknown,no,58995504188,Adult,abcdef6746@gmail.com
6747,41,technician,married,secondary,no,104380,yes,no,15,jul,141,4,-1,0,unknown,no,60070373755,Middle age,abcdef6747@gmail.com
6748,31,admin.,single,secondary,no,810,yes,no,23,apr,215,2,165,11,other,no,95025009267,Adult,abcdef6748@gmail.com
6749,40,management,married,tertiary,no,9640,yes,no,13,may,95,3,-1,0,unknown,no,12931328730,Adult,abcdef6749@gmail.com
6750,52,blue-collar,divorced,primary,no,0,no,no,20,nov,19,1,-1,0,unknown,no,16434509835,Middle age,abcdef6750@gmail.com
6751,32,services,married,secondary,no,38390,yes,no,18,nov,100,2,189,1,failure,no,66508524615,Adult,abcdef6751@gmail.com
6752,26,admin.,single,secondary,no,5860,yes,yes,12,may,215,1,-1,0,unknown,no,46953535633,Adult,abcdef6752@gmail.com
6753,29,management,single,tertiary,no,6000,yes,no,18,oct,170,5,-1,0,unknown,no,97618581752,Adult,abcdef6753@gmail.com
6754,31,management,married,tertiary,no,13430,yes,yes,21,may,85,1,-1,0,unknown,no,94648077418,Adult,abcdef6754@gmail.com
6755,48,blue-collar,married,unknown,no,1130,no,no,11,aug,104,13,-1,0,unknown,no,13412891364,Middle age,abcdef6755@gmail.com
6756,27,blue-collar,single,secondary,no,2400,yes,no,18,may,166,4,-1,0,unknown,no,41461933984,Adult,abcdef6756@gmail.com
6757,30,blue-collar,married,secondary,no,1940,yes,no,8,may,475,3,-1,0,unknown,no,54667398538,Adult,abcdef6757@gmail.com
6758,28,blue-collar,married,primary,no,2780,yes,yes,15,may,31,9,373,4,other,no,52972350488,Adult,abcdef6758@gmail.com
6759,35,blue-collar,married,secondary,no,2600,yes,no,13,may,155,6,-1,0,unknown,no,87522827109,Adult,abcdef6759@gmail.com
6760,47,technician,divorced,secondary,no,10130,no,no,15,jun,54,3,-1,0,unknown,no,95021266257,Middle age,abcdef6760@gmail.com
6761,35,blue-collar,married,primary,no,0,yes,no,8,may,265,1,290,2,failure,no,30381702920,Adult,abcdef6761@gmail.com
6762,31,technician,married,secondary,no,23630,yes,no,13,may,247,1,-1,0,unknown,no,77983319920,Adult,abcdef6762@gmail.com
6763,53,blue-collar,married,secondary,no,9130,yes,no,23,jul,730,1,-1,0,unknown,no,51411818318,Middle age,abcdef6763@gmail.com
6764,26,technician,single,tertiary,no,6860,yes,no,30,may,98,2,-1,0,unknown,no,49258211753,Adult,abcdef6764@gmail.com
6765,35,technician,married,secondary,no,1490,yes,no,29,jan,99,1,245,2,failure,no,28268965090,Adult,abcdef6765@gmail.com
6766,29,admin.,married,secondary,no,5000,yes,no,8,may,8,8,-1,0,unknown,no,30691611135,Adult,abcdef6766@gmail.com
6767,39,technician,married,tertiary,no,117660,yes,no,14,aug,313,4,102,5,failure,no,14369341654,Adult,abcdef6767@gmail.com
6768,31,technician,single,secondary,no,1370,no,no,27,aug,27,14,-1,0,unknown,no,20709731369,Adult,abcdef6768@gmail.com
6769,48,management,single,tertiary,no,0,no,no,18,jun,96,3,-1,0,unknown,no,73970934687,Middle age,abcdef6769@gmail.com
6770,36,management,single,tertiary,no,3350,no,no,10,oct,5,1,772,4,failure,no,91072946052,Adult,abcdef6770@gmail.com
6771,27,admin.,married,secondary,no,160,yes,no,3,feb,54,3,-1,0,unknown,no,36801665599,Adult,abcdef6771@gmail.com
6772,49,admin.,married,secondary,no,0,no,no,22,aug,115,2,-1,0,unknown,no,76414299622,Middle age,abcdef6772@gmail.com
6773,34,technician,single,tertiary,no,98510,yes,no,20,nov,128,5,-1,0,unknown,no,61035733005,Adult,abcdef6773@gmail.com
6774,28,services,single,secondary,no,5250,no,no,23,jul,81,1,-1,0,unknown,no,81884994229,Adult,abcdef6774@gmail.com
6775,49,technician,married,secondary,no,7880,no,no,17,jun,162,7,-1,0,unknown,no,88362028876,Middle age,abcdef6775@gmail.com
6776,35,blue-collar,married,tertiary,no,10160,yes,no,17,jul,294,2,-1,0,unknown,no,7851862977,Adult,abcdef6776@gmail.com
6777,53,housemaid,divorced,secondary,no,2920,no,no,12,jun,92,2,-1,0,unknown,no,19773153468,Middle age,abcdef6777@gmail.com
6778,58,retired,single,primary,no,9990,no,no,25,jul,188,6,-1,0,unknown,no,96334264059,Adult,abcdef6778@gmail.com
6779,37,blue-collar,married,secondary,no,28700,yes,no,6,jun,94,2,-1,0,unknown,no,42407402496,Adult,abcdef6779@gmail.com
6780,27,admin.,single,tertiary,no,6890,no,no,26,jan,98,1,307,1,failure,no,66021357741,Adult,abcdef6780@gmail.com
6781,30,services,single,secondary,no,-100,yes,yes,15,may,292,1,-1,0,unknown,no,79509154351,Adult,abcdef6781@gmail.com
6782,35,blue-collar,married,unknown,no,10840,yes,no,10,jul,1019,1,-1,0,unknown,no,1997983985,Adult,abcdef6782@gmail.com
6783,32,management,single,tertiary,no,1540,no,yes,21,aug,301,3,-1,0,unknown,no,66527882713,Adult,abcdef6783@gmail.com
6784,53,blue-collar,married,secondary,no,16530,no,no,17,jun,88,2,-1,0,unknown,no,15020024512,Middle age,abcdef6784@gmail.com
6785,34,admin.,married,secondary,no,23780,yes,yes,10,jul,92,1,-1,0,unknown,no,61661577126,Adult,abcdef6785@gmail.com
6786,38,management,single,tertiary,no,15150,yes,no,31,jul,42,5,-1,0,unknown,no,4000566104,Adult,abcdef6786@gmail.com
6787,34,admin.,married,tertiary,no,16360,yes,yes,6,sep,136,1,521,2,failure,no,70054611151,Adult,abcdef6787@gmail.com
6788,40,self-employed,married,secondary,no,15160,yes,yes,23,may,373,1,-1,0,unknown,no,50625175044,Adult,abcdef6788@gmail.com
6789,48,services,married,secondary,no,1270,no,no,8,jul,117,1,-1,0,unknown,no,5561404299,Middle age,abcdef6789@gmail.com
6790,30,management,single,tertiary,no,28760,no,no,6,aug,103,4,-1,0,unknown,no,54501095917,Adult,abcdef6790@gmail.com
6791,31,management,married,tertiary,no,13840,yes,no,30,jan,203,2,2,3,other,no,11327606153,Adult,abcdef6791@gmail.com
6792,37,technician,single,secondary,no,2280,yes,no,20,aug,1740,2,-1,0,unknown,no,83492388618,Adult,abcdef6792@gmail.com
6793,32,technician,single,tertiary,no,24810,no,no,18,aug,547,11,-1,0,unknown,no,87212789616,Adult,abcdef6793@gmail.com
6794,40,blue-collar,married,secondary,no,4750,yes,no,5,may,332,2,-1,0,unknown,no,43456474135,Adult,abcdef6794@gmail.com
6795,41,management,divorced,tertiary,no,14010,no,no,16,jun,110,4,-1,0,unknown,no,32109381981,Middle age,abcdef6795@gmail.com
6796,52,technician,married,unknown,no,4250,yes,no,28,jan,219,2,254,3,failure,no,59226447124,Middle age,abcdef6796@gmail.com
6797,29,blue-collar,single,secondary,no,2440,yes,no,15,may,19,2,-1,0,unknown,no,87289974454,Adult,abcdef6797@gmail.com
6798,49,management,married,tertiary,yes,-6847,no,yes,21,jul,206,1,-1,0,unknown,no,82781306053,Middle age,abcdef6798@gmail.com
6799,43,management,married,tertiary,yes,0,no,no,27,aug,25,19,-1,0,unknown,no,84155876174,Middle age,abcdef6799@gmail.com
6800,42,management,married,tertiary,no,3860,yes,no,7,may,168,1,-1,0,unknown,no,55347483554,Middle age,abcdef6800@gmail.com
6801,37,management,married,tertiary,no,3320,yes,no,14,aug,190,2,84,7,failure,no,83978567266,Adult,abcdef6801@gmail.com
6802,57,services,divorced,primary,no,13670,no,no,9,jun,144,3,-1,0,unknown,no,29243254023,Middle age,abcdef6802@gmail.com
6803,25,admin.,single,secondary,no,1200,yes,no,3,jun,542,1,-1,0,unknown,no,72769794039,Adult,abcdef6803@gmail.com
6804,30,technician,single,secondary,no,190,yes,no,18,aug,16,15,-1,0,unknown,no,38037807459,Adult,abcdef6804@gmail.com
6805,31,admin.,married,secondary,no,30,yes,no,28,jul,37,12,-1,0,unknown,no,15684933148,Adult,abcdef6805@gmail.com
6806,49,blue-collar,married,primary,yes,-98,yes,no,20,nov,182,2,-1,0,unknown,no,95258314192,Middle age,abcdef6806@gmail.com
6807,47,blue-collar,married,secondary,no,3030,no,no,11,jun,261,1,-1,0,unknown,no,15140170796,Middle age,abcdef6807@gmail.com
6808,57,services,divorced,secondary,no,-752,yes,no,28,may,102,1,-1,0,unknown,no,56048322444,Middle age,abcdef6808@gmail.com
6809,26,student,single,tertiary,no,970,no,no,27,aug,382,1,-1,0,unknown,no,33095300925,Adult,abcdef6809@gmail.com
6810,40,retired,married,tertiary,no,7940,no,no,9,may,138,1,-1,0,unknown,no,99699136933,Adult,abcdef6810@gmail.com
6811,34,admin.,single,secondary,no,18800,yes,no,23,may,297,1,-1,0,unknown,no,69389062804,Adult,abcdef6811@gmail.com
6812,41,blue-collar,married,unknown,no,7320,yes,no,16,may,25,1,-1,0,unknown,no,55950594792,Middle age,abcdef6812@gmail.com
6813,53,management,married,tertiary,no,52610,no,yes,25,jul,1209,3,-1,0,unknown,no,88250215226,Middle age,abcdef6813@gmail.com
6814,26,admin.,single,secondary,no,7120,yes,no,6,may,232,1,-1,0,unknown,no,92255560438,Adult,abcdef6814@gmail.com
6815,28,student,single,secondary,no,280,no,no,29,jan,220,2,-1,0,unknown,no,45920101968,Adult,abcdef6815@gmail.com
6816,54,retired,married,primary,no,0,yes,no,11,jul,159,2,-1,0,unknown,no,96171989508,Middle age,abcdef6816@gmail.com
6817,42,technician,married,secondary,no,8270,no,no,25,aug,153,3,-1,0,unknown,no,21340494359,Middle age,abcdef6817@gmail.com
6818,29,student,single,secondary,no,1100,yes,no,7,may,169,3,-1,0,unknown,no,35022553244,Adult,abcdef6818@gmail.com
6819,49,unemployed,married,tertiary,no,3770,no,no,22,may,158,1,59,2,failure,no,88034046650,Middle age,abcdef6819@gmail.com
6820,32,services,married,secondary,no,-344,no,yes,4,feb,44,1,-1,0,unknown,no,5738249145,Adult,abcdef6820@gmail.com
6821,29,admin.,single,tertiary,no,2610,no,no,17,mar,136,19,-1,0,unknown,no,42070546638,Adult,abcdef6821@gmail.com
6822,60,blue-collar,married,unknown,no,1040,yes,no,5,may,22,1,-1,0,unknown,no,90429636205,Older,abcdef6822@gmail.com
6823,51,retired,married,primary,no,6100,no,no,9,jun,86,2,-1,0,unknown,no,72502765453,Middle age,abcdef6823@gmail.com
6824,40,housemaid,divorced,secondary,no,43280,no,no,20,aug,133,2,-1,0,unknown,no,47858964062,Adult,abcdef6824@gmail.com
6825,44,blue-collar,married,tertiary,no,13710,no,no,13,may,788,3,363,4,other,no,85831787252,Middle age,abcdef6825@gmail.com
6826,47,blue-collar,married,primary,no,1930,yes,no,29,aug,171,2,-1,0,unknown,no,79410247588,Middle age,abcdef6826@gmail.com
6827,32,blue-collar,single,unknown,no,2580,yes,no,18,may,291,2,-1,0,unknown,no,69959412018,Adult,abcdef6827@gmail.com
6828,43,blue-collar,married,primary,no,560,no,no,12,may,365,2,-1,0,unknown,no,71041410019,Middle age,abcdef6828@gmail.com
6829,59,retired,married,secondary,no,1360,no,no,6,aug,301,4,-1,0,unknown,no,31894852805,Older,abcdef6829@gmail.com
6830,24,blue-collar,married,secondary,no,12220,yes,no,20,apr,369,1,-1,0,unknown,no,5335464520,Adult,abcdef6830@gmail.com
6831,26,admin.,single,tertiary,no,36720,yes,no,29,may,360,5,-1,0,unknown,no,17145681835,Adult,abcdef6831@gmail.com
6832,37,blue-collar,single,unknown,no,21880,no,no,16,may,193,8,-1,0,unknown,no,89912362568,Adult,abcdef6832@gmail.com
6833,27,management,single,secondary,no,9240,yes,no,3,feb,84,1,-1,0,unknown,no,57549655038,Adult,abcdef6833@gmail.com
6834,32,technician,married,secondary,no,114310,no,no,12,aug,141,5,-1,0,unknown,no,10270938352,Adult,abcdef6834@gmail.com
6835,44,blue-collar,married,primary,no,1400,yes,no,15,may,7,9,-1,0,unknown,no,63957483512,Middle age,abcdef6835@gmail.com
6836,34,technician,divorced,secondary,no,270,yes,no,26,may,133,3,-1,0,unknown,no,33698931337,Adult,abcdef6836@gmail.com
6837,39,management,married,tertiary,no,-468,yes,yes,8,aug,88,2,-1,0,unknown,no,24712948217,Adult,abcdef6837@gmail.com
6838,30,services,single,secondary,no,4380,yes,no,18,may,98,1,178,1,failure,no,66048778918,Adult,abcdef6838@gmail.com
6839,44,admin.,divorced,secondary,no,-43,yes,yes,20,apr,206,1,-1,0,unknown,no,1764495426,Middle age,abcdef6839@gmail.com
6840,22,student,single,tertiary,no,11610,no,yes,16,jun,119,1,-1,0,unknown,no,72663778463,Adult,abcdef6840@gmail.com
6841,28,services,single,secondary,no,4580,no,no,4,feb,112,4,201,3,failure,no,7641179678,Adult,abcdef6841@gmail.com
6842,41,blue-collar,married,primary,no,-441,yes,no,5,may,352,1,-1,0,unknown,no,84779415301,Middle age,abcdef6842@gmail.com
6843,30,technician,married,secondary,no,22780,no,yes,19,nov,47,1,-1,0,unknown,no,35476100939,Adult,abcdef6843@gmail.com
6844,36,technician,single,secondary,no,0,no,no,28,aug,8,13,-1,0,unknown,no,77733515272,Adult,abcdef6844@gmail.com
6845,39,services,married,secondary,no,7020,yes,no,8,apr,303,1,300,1,failure,no,33683647786,Adult,abcdef6845@gmail.com
6846,38,technician,single,tertiary,no,690,yes,no,13,may,253,3,-1,0,unknown,no,69352931137,Adult,abcdef6846@gmail.com
6847,31,services,married,secondary,no,1820,no,no,20,aug,231,2,-1,0,unknown,no,33271101076,Adult,abcdef6847@gmail.com
6848,29,management,married,tertiary,no,3180,yes,no,18,may,1434,2,356,4,failure,no,10421326046,Adult,abcdef6848@gmail.com
6849,42,blue-collar,married,primary,no,-181,yes,no,15,may,297,3,-1,0,unknown,no,50672912235,Middle age,abcdef6849@gmail.com
6850,27,technician,single,secondary,no,2610,yes,no,29,jan,236,2,247,2,failure,no,41023975665,Adult,abcdef6850@gmail.com
6851,55,services,married,secondary,no,2440,yes,no,8,may,171,1,-1,0,unknown,no,59684286012,Middle age,abcdef6851@gmail.com
6852,28,technician,married,secondary,no,8800,yes,no,26,may,188,1,-1,0,unknown,no,12210506613,Adult,abcdef6852@gmail.com
6853,47,technician,married,secondary,no,22830,yes,no,21,nov,170,2,-1,0,unknown,no,183905592,Middle age,abcdef6853@gmail.com
6854,49,technician,married,secondary,no,5500,yes,no,5,jun,412,2,-1,0,unknown,no,96475008576,Middle age,abcdef6854@gmail.com
6855,38,entrepreneur,married,tertiary,no,77520,yes,no,15,jul,138,4,-1,0,unknown,no,78917455522,Adult,abcdef6855@gmail.com
6856,53,technician,married,secondary,no,60,yes,no,5,may,517,1,-1,0,unknown,no,27837208102,Middle age,abcdef6856@gmail.com
6857,31,blue-collar,married,secondary,no,44710,yes,no,9,may,296,2,-1,0,unknown,no,4058996839,Adult,abcdef6857@gmail.com
6858,57,housemaid,married,primary,no,19690,no,no,14,aug,286,3,-1,0,unknown,no,38228814153,Middle age,abcdef6858@gmail.com
6859,36,management,single,tertiary,no,2190,no,no,3,feb,22,6,196,6,failure,no,79895791897,Adult,abcdef6859@gmail.com
6860,38,management,married,tertiary,no,760,yes,no,20,apr,167,2,287,3,failure,no,78575295475,Adult,abcdef6860@gmail.com
6861,30,admin.,single,secondary,no,600,no,no,29,jan,55,2,-1,0,unknown,no,58039147519,Adult,abcdef6861@gmail.com
6862,36,management,single,tertiary,no,80,no,no,29,jul,858,7,-1,0,unknown,no,38349820012,Adult,abcdef6862@gmail.com
6863,29,services,married,secondary,no,190,yes,no,29,jul,327,6,-1,0,unknown,no,83032037925,Adult,abcdef6863@gmail.com
6864,32,admin.,married,secondary,no,200110,no,no,20,apr,234,1,-1,0,unknown,no,25617383388,Adult,abcdef6864@gmail.com
6865,48,unemployed,married,primary,no,6080,no,no,30,jul,362,2,-1,0,unknown,no,26600644183,Middle age,abcdef6865@gmail.com
6866,53,retired,married,primary,no,10680,no,no,28,jan,200,1,-1,0,unknown,no,49361291698,Middle age,abcdef6866@gmail.com
6867,35,technician,married,tertiary,no,-269,yes,yes,14,may,344,4,-1,0,unknown,no,24376363375,Adult,abcdef6867@gmail.com
6868,48,management,married,tertiary,no,4940,no,no,29,aug,81,8,-1,0,unknown,no,31063502157,Middle age,abcdef6868@gmail.com
6869,31,entrepreneur,single,secondary,no,1590,yes,no,21,nov,66,1,182,1,failure,no,12452180370,Adult,abcdef6869@gmail.com
6870,30,technician,single,secondary,no,-754,yes,yes,26,may,974,1,-1,0,unknown,no,99576657582,Adult,abcdef6870@gmail.com
6871,28,admin.,married,secondary,no,1570,yes,yes,28,jul,164,2,-1,0,unknown,no,9683552067,Adult,abcdef6871@gmail.com
6872,42,management,married,tertiary,no,21100,no,yes,31,jul,106,2,-1,0,unknown,no,44220374482,Middle age,abcdef6872@gmail.com
6873,31,housemaid,married,primary,no,26030,yes,no,18,nov,224,1,-1,0,unknown,no,39350797818,Adult,abcdef6873@gmail.com
6874,36,management,single,secondary,no,9920,no,no,6,jun,351,1,-1,0,unknown,no,25033955035,Adult,abcdef6874@gmail.com
6875,43,technician,single,secondary,no,5930,yes,no,5,may,55,1,-1,0,unknown,no,22978260744,Middle age,abcdef6875@gmail.com
6876,28,student,married,tertiary,no,3270,yes,no,15,may,104,3,-1,0,unknown,no,45788787710,Adult,abcdef6876@gmail.com
6877,34,management,single,tertiary,no,67660,no,no,28,aug,210,5,-1,0,unknown,no,3341471241,Adult,abcdef6877@gmail.com
6878,36,technician,married,secondary,no,4320,yes,yes,4,aug,94,1,-1,0,unknown,no,84889271282,Adult,abcdef6878@gmail.com
6879,28,admin.,single,secondary,no,250,yes,no,5,jun,109,2,-1,0,unknown,no,86460722472,Adult,abcdef6879@gmail.com
6880,34,blue-collar,married,primary,no,52990,yes,no,26,jun,75,5,-1,0,unknown,no,99995317920,Adult,abcdef6880@gmail.com
6881,53,admin.,single,secondary,no,2910,no,no,23,jul,145,1,-1,0,unknown,no,46540160350,Middle age,abcdef6881@gmail.com
6882,52,self-employed,married,secondary,no,5170,no,no,26,aug,77,4,-1,0,unknown,no,35093913111,Middle age,abcdef6882@gmail.com
6883,44,unemployed,married,primary,no,970,yes,no,5,jun,105,3,-1,0,unknown,no,47842697460,Middle age,abcdef6883@gmail.com
6884,58,self-employed,married,tertiary,no,16360,no,no,15,apr,187,1,-1,0,unknown,no,6045626287,Adult,abcdef6884@gmail.com
6885,47,admin.,married,secondary,no,9960,no,no,29,aug,247,2,-1,0,unknown,no,49159734488,Middle age,abcdef6885@gmail.com
6886,40,blue-collar,single,secondary,no,0,yes,no,27,may,59,4,-1,0,unknown,no,63876242038,Adult,abcdef6886@gmail.com
6887,39,management,married,tertiary,no,7100,yes,no,11,jul,211,2,-1,0,unknown,no,99328572724,Adult,abcdef6887@gmail.com
6888,33,self-employed,single,tertiary,no,10490,no,no,4,may,126,4,-1,0,unknown,no,1339614431,Adult,abcdef6888@gmail.com
6889,23,student,single,secondary,no,5560,yes,no,15,may,170,2,-1,0,unknown,no,3991927974,Adult,abcdef6889@gmail.com
6890,31,services,single,secondary,no,6290,yes,no,21,may,369,2,-1,0,unknown,no,2062433556,Adult,abcdef6890@gmail.com
6891,39,blue-collar,married,primary,no,1860,yes,no,16,may,208,3,-1,0,unknown,no,97598147297,Adult,abcdef6891@gmail.com
6892,42,management,divorced,tertiary,no,0,no,no,19,may,131,2,-1,0,unknown,no,34842138529,Middle age,abcdef6892@gmail.com
6893,46,admin.,married,secondary,no,12640,no,no,28,jan,100,2,-1,0,unknown,no,85873212437,Middle age,abcdef6893@gmail.com
6894,22,student,single,secondary,no,640,no,no,4,jun,112,1,-1,0,unknown,no,32264335990,Adult,abcdef6894@gmail.com
6895,50,technician,married,secondary,no,24970,yes,no,21,nov,35,1,176,1,failure,no,76215367908,Middle age,abcdef6895@gmail.com
6896,50,technician,single,secondary,no,-97,yes,no,8,apr,425,1,306,2,failure,no,55239075615,Middle age,abcdef6896@gmail.com
6897,34,management,married,tertiary,no,1610,yes,no,11,jul,378,1,-1,0,unknown,no,56447222162,Adult,abcdef6897@gmail.com
6898,40,admin.,married,secondary,no,7320,no,no,9,sep,71,1,139,4,success,no,25167806159,Adult,abcdef6898@gmail.com
6899,39,blue-collar,married,secondary,no,940,yes,yes,19,nov,181,1,-1,0,unknown,no,523207970,Adult,abcdef6899@gmail.com
6900,51,blue-collar,married,tertiary,no,24040,yes,no,20,nov,30,1,-1,0,unknown,no,52963590213,Middle age,abcdef6900@gmail.com
6901,45,management,married,secondary,no,210,yes,no,3,jun,788,2,-1,0,unknown,no,36069898107,Middle age,abcdef6901@gmail.com
6902,34,technician,single,tertiary,no,26580,yes,no,31,mar,265,1,230,2,failure,no,30773966051,Adult,abcdef6902@gmail.com
6903,30,self-employed,married,secondary,no,1310,yes,no,8,may,306,1,-1,0,unknown,no,70498212133,Adult,abcdef6903@gmail.com
6904,57,unemployed,married,primary,no,0,yes,no,20,nov,231,2,-1,0,unknown,no,29342583343,Middle age,abcdef6904@gmail.com
6905,42,blue-collar,married,secondary,no,3510,yes,no,16,may,76,21,-1,0,unknown,no,12089337049,Middle age,abcdef6905@gmail.com
6906,51,technician,married,secondary,no,5640,no,yes,8,jul,187,2,-1,0,unknown,no,51804206812,Middle age,abcdef6906@gmail.com
6907,38,blue-collar,married,primary,no,22400,yes,no,19,nov,551,1,183,1,failure,no,72412472552,Adult,abcdef6907@gmail.com
6908,60,self-employed,married,primary,no,460,yes,no,6,may,202,4,-1,0,unknown,no,24937569617,Older,abcdef6908@gmail.com
6909,38,blue-collar,married,primary,no,1320,yes,no,14,may,797,2,-1,0,unknown,no,29484663668,Adult,abcdef6909@gmail.com
6910,37,retired,married,secondary,no,710,no,yes,8,may,254,1,-1,0,unknown,no,4044793926,Adult,abcdef6910@gmail.com
6911,34,management,single,tertiary,no,0,yes,yes,26,may,197,2,98,1,other,no,24357203963,Adult,abcdef6911@gmail.com
6912,39,housemaid,married,primary,no,2670,no,no,9,jun,1151,5,-1,0,unknown,no,19154649094,Adult,abcdef6912@gmail.com
6913,55,services,married,secondary,no,8410,yes,no,15,may,140,9,372,4,failure,no,78425686892,Middle age,abcdef6913@gmail.com
6914,48,blue-collar,married,primary,no,510,no,yes,9,jul,76,1,-1,0,unknown,no,4428105557,Middle age,abcdef6914@gmail.com
6915,42,blue-collar,married,primary,no,77350,yes,no,13,apr,166,1,144,2,failure,no,65186889259,Middle age,abcdef6915@gmail.com
6916,29,housemaid,married,primary,no,4170,no,no,23,jul,108,2,-1,0,unknown,no,80698988166,Adult,abcdef6916@gmail.com
6917,33,blue-collar,single,secondary,no,-14,yes,no,14,may,223,2,-1,0,unknown,no,66205960694,Adult,abcdef6917@gmail.com
6918,35,blue-collar,married,primary,no,24900,yes,no,18,may,170,1,180,3,failure,no,81800804429,Adult,abcdef6918@gmail.com
6919,28,admin.,married,secondary,no,0,yes,no,7,may,47,1,-1,0,unknown,no,65226197822,Adult,abcdef6919@gmail.com
6920,26,blue-collar,single,secondary,no,1840,no,no,3,feb,110,2,6,1,other,no,3363449427,Adult,abcdef6920@gmail.com
6921,40,services,single,secondary,no,193430,yes,no,21,nov,13,4,179,4,failure,no,66072227130,Adult,abcdef6921@gmail.com
6922,42,admin.,married,secondary,no,9470,no,no,30,jul,158,2,-1,0,unknown,no,26546513289,Middle age,abcdef6922@gmail.com
